COD_INMUEBLE,NOM_SUCURSAL,NOM_BARRIO,NOM_CIUDAD,ESTRATO,TIPO_INMUEBLE,AREA,VLR_CANON,VLR_ADMINISTRACION,FECHA_CONSIGNACION,FECHA_RECONSIGNACION,FECHA_CONTRATO,COD_ESTADO_CONTRATO
5970,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,APARTAMENTO,73,990680,258000,13122014,,24022016,INACTIVO
5971,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,LOCAL,26,963000,258000,13122014,,08012015,INACTIVO
5972,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,22,1279200,220000,11062014,,30072014,INACTIVO
5973,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,40,1392310,220000,11062014,,10112018,INACTIVO
5974,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,29,1050000,220000,11062014,,30072014,INACTIVO
5975,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,30,1061020,250000,17092014,,27042016,VIGENTE
5976,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,18,932940,250000,17092014,,08112014,INACTIVO
5977,FLORIDABLANCA,LIMONCITO,FLORIDABLANCA,TRES,LOCAL,13,713960,135000,23042014,,10052014,INACTIVO
5978,FLORIDABLANCA,LIMONCITO,FLORIDABLANCA,TRES,CASA,72,724630,135000,23042014,,16082017,VIGENTE
5979,FLORIDABLANCA,BUCARICA,FLORIDABLANCA,TRES,LOCAL,18,706600,0,20062014,,06122014,INACTIVO
5980,FLORIDABLANCA,BUCARICA,FLORIDABLANCA,TRES,LOCAL,24,600000,0,20062014,,03092014,INACTIVO
5981,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,APARTAMENTO,86,1061020,222000,13082014,,27122016,VIGENTE
5982,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,12,1036600,222000,13082014,,13122014,INACTIVO
5983,FLORIDABLANCA,BUCARICA,FLORIDABLANCA,TRES,LOCAL,25,663620,33000,02072014,26072019,10072014,INACTIVO
5984,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,TRES,APARTAMENTO,80,750000,150500,28052013,,14062019,VIGENTE
5985,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,TRES,APARTAMENTO,95,800780,150500,28052013,,22092015,INACTIVO
5986,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,TRES,CASA,40,739700,150500,28052013,,15062013,INACTIVO
5987,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,TRES,LOCAL,13,846000,150500,28052013,,25112016,INACTIVO
5988,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,25,750000,214000,08092018,,16122020,VIGENTE
5989,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,14,700000,214000,08092018,,23032019,INACTIVO
5990,FLORIDABLANCA,ABADIAS,FLORIDABLANCA,CINCO,CASA,67,1002915,312000,03102018,,21122019,INACTIVO
5991,FLORIDABLANCA,RIO FRIO,FLORIDABLANCA,CINCO,LOCAL,11,778500,203000,19102018,,15042019,VIGENTE
5992,FLORIDABLANCA,FLORIDABLANCA,FLORIDABLANCA,CUATRO,LOCAL,16,778000,222000,19102018,,24012020,VIGENTE
5993,FLORIDABLANCA,FLORIDABLANCA,FLORIDABLANCA,CUATRO,APARTAMENTO,80,740000,222000,19102018,,28122018,INACTIVO
5994,FLORIDABLANCA,CENTRO,FLORIDABLANCA,CUATRO,CASA,47,830400,276000,19102018,23042019,10012019,VIGENTE
5995,FLORIDABLANCA,LAGOS I,FLORIDABLANCA,SEIS,LOCAL,10,1740800,0,22102018,,30102019,VIGENTE
5996,FLORIDABLANCA,LAGOS I,FLORIDABLANCA,SEIS,CASA,35,1500000,0,22102018,,30042019,INACTIVO
5997,FLORIDABLANCA,VERSALLES I,FLORIDABLANCA,CINCO,APARTAMENTO,75,1100000,200000,30102018,,14012020,VIGENTE
5998,FLORIDABLANCA,VERSALLES I,FLORIDABLANCA,CINCO,APARTAMENTO,86,1061500,200000,30102018,,22112018,INACTIVO
5999,FLORIDABLANCA,GUANATA,FLORIDABLANCA,TRES,LOCAL,27,850000,0,08112018,,29012019,VIGENTE
6000,FLORIDABLANCA,ABADIAS,FLORIDABLANCA,CINCO,APARTAMENTO,32,850000,0,08112018,,29102019,VIGENTE
6001,FLORIDABLANCA,ABADIAS,FLORIDABLANCA,CINCO,CASA,61,700000,0,08112018,,01032019,INACTIVO
6002,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,CASA,58,882300,251300,07122018,,27022019,VIGENTE
6003,FLORIDABLANCA,FLORIDABLANCA,FLORIDABLANCA,CUATRO,LOCAL,22,856800,225000,20112018,,13122018,VIGENTE
6004,FLORIDABLANCA,EL RECREO,FLORIDABLANCA,CUATRO,CASA,36,852000,209000,18122018,,29012019,VIGENTE
6005,FLORIDABLANCA,VILLABEL,FLORIDABLANCA,CUATRO,APARTAMENTO,40,622800,152880,21112018,,30112019,VIGENTE
6006,FLORIDABLANCA,ABADIAS,FLORIDABLANCA,CINCO,LOCAL,11,1000000,312000,23112018,,26062019,VIGENTE
6007,FLORIDABLANCA,LOS ANDES,FLORIDABLANCA,CUATRO,APARTAMENTO,26,882300,0,29112018,,22012019,VIGENTE
6008,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,CASA,27,1245600,274000,30112018,,30012019,VIGENTE
6009,FLORIDABLANCA,ANILLO VIAL,FLORIDABLANCA,CUATRO,CASA,40,882300,244000,11012019,,14062019,VIGENTE
6010,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,40,913440,210600,30112018,,29112019,VIGENTE
6011,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,45,850000,210600,30112018,,19012019,INACTIVO
6012,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,51,934200,263800,17012019,,16032019,VIGENTE
6013,FLORIDABLANCA,ANILLO VIAL,FLORIDABLANCA,CINCO,CASA,99,1038000,276200,16072018,,27032019,VIGENTE
6014,FLORIDABLANCA,ABADIAS,FLORIDABLANCA,CINCO,APARTAMENTO,29,907000,213000,16072018,,24012020,VIGENTE
6015,FLORIDABLANCA,ABADIAS,FLORIDABLANCA,CINCO,CASA,85,995000,213000,16072018,,30072018,INACTIVO
6016,FLORIDABLANCA,LAGOS III,FLORIDABLANCA,CUATRO,CASA,49,1072040,223000,16072018,,23072018,VIGENTE
6017,FLORIDABLANCA,LAGOS III,FLORIDABLANCA,CUATRO,CASA,84,928620,215100,25072018,,28072018,VIGENTE
6018,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,APARTAMENTO,26,803250,204000,13082018,,29082018,VIGENTE
6019,FLORIDABLANCA,FLORIDABLANCA,FLORIDABLANCA,CUATRO,APARTAMENTO,78,685440,146000,13082018,,03112018,VIGENTE
6020,FLORIDABLANCA,ANILLO VIAL,FLORIDABLANCA,CINCO,LOCAL,15,1348875,270000,27072018,,28092018,VIGENTE
6021,FLORIDABLANCA,FLORIDABLANCA,FLORIDABLANCA,TRES,CASA,85,856800,153400,13082018,,30102018,INACTIVO
6022,FLORIDABLANCA,CENTRO,FLORIDABLANCA,CUATRO,APARTAMENTO,71,2442790,0,08042009,,01052009,VIGENTE
6023,FLORIDABLANCA,TEJAR MODERNO,BUCARAMANGA,CUATRO,LOCAL,28,716220,187000,04022008,,14122019,VIGENTE
6024,FLORIDABLANCA,TEJAR MODERNO,BUCARAMANGA,CUATRO,CASA,40,623180,187000,04022008,,17102008,INACTIVO
6025,FLORIDABLANCA,TEJAR MODERNO,BUCARAMANGA,CUATRO,CASA,53,913710,187000,04022008,,16042014,INACTIVO
6026,FLORIDABLANCA,TEJAR MODERNO,BUCARAMANGA,CUATRO,LOCAL,19,690700,187000,04022008,,30112011,INACTIVO
6027,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,32,800000,230000,18072008,14082020,05092020,VIGENTE
6028,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,21,788790,230000,18072008,14082020,13122012,INACTIVO
6029,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,29,737910,230000,18072008,14082020,17102009,INACTIVO
6030,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,92,940210,230000,18072008,14082020,28032015,INACTIVO
6031,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,APARTAMENTO,96,674700,210000,25012016,,18012019,INACTIVO
6032,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,97,657780,210000,25012016,,06112010,INACTIVO
6033,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,95,793130,210000,25012016,,20022016,INACTIVO
6034,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,LOCAL,15,760000,209500,09012009,,22062019,INACTIVO
6035,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,APARTAMENTO,31,810000,209500,09012009,,07032020,VIGENTE
6036,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,APARTAMENTO,36,725840,209500,09012009,,12082011,INACTIVO
6037,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,CASA,25,608700,209500,09012009,,03082010,INACTIVO
6038,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,APARTAMENTO,40,1037300,432600,09012009,,30052011,INACTIVO
6039,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,LOCAL,23,1200000,432600,09012009,,02082012,VIGENTE
6040,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,CASA,96,1031700,432600,09012009,,11032010,INACTIVO
6041,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,CASA,62,3339400,0,21022008,,06022008,VIGENTE
6042,FLORIDABLANCA,PALOMITAS,FLORIDABLANCA,CUATRO,CASA,99,580000,175000,14092017,,15012019,VIGENTE
6043,FLORIDABLANCA,PALOMITAS,FLORIDABLANCA,CUATRO,APARTAMENTO,82,688750,175000,14092017,,30012015,INACTIVO
6044,FLORIDABLANCA,PALOMITAS,FLORIDABLANCA,CUATRO,APARTAMENTO,67,552560,175000,14092017,,22062011,INACTIVO
6045,FLORIDABLANCA,PALOMITAS,FLORIDABLANCA,CUATRO,LOCAL,10,593310,175000,14092017,,25112017,INACTIVO
6046,FLORIDABLANCA,PALOMITAS,FLORIDABLANCA,CUATRO,APARTAMENTO,72,601450,175000,14092017,,07122013,INACTIVO
6047,FLORIDABLANCA,PALOMITAS,FLORIDABLANCA,CUATRO,APARTAMENTO,40,459060,175000,14092017,,10092008,INACTIVO
6048,FLORIDABLANCA,EL LIMONCITO,FLORIDABLANCA,TRES,LOCAL,11,464270,0,19082008,,19022010,INACTIVO
6049,FLORIDABLANCA,EL LIMONCITO,FLORIDABLANCA,TRES,APARTAMENTO,65,696150,0,19082008,,28052018,VIGENTE
6050,FLORIDABLANCA,EL LIMONCITO,FLORIDABLANCA,TRES,APARTAMENTO,39,633920,0,19082008,,24032011,INACTIVO
6051,FLORIDABLANCA,EL LIMONCITO,FLORIDABLANCA,TRES,LOCAL,24,700000,0,19082008,,06062017,INACTIVO
6052,FLORIDABLANCA,LAGOS I,FLORIDABLANCA,CUATRO,LOCAL,21,800000,0,23012009,,13022009,VIGENTE
6053,FLORIDABLANCA,LAGOS I,FLORIDABLANCA,CUATRO,APARTAMENTO,95,1350000,0,23012009,,13022009,INACTIVO
6054,FLORIDABLANCA,ALTAMIRA,FLORIDABLANCA,TRES,APARTAMENTO,83,1035540,0,13062014,08082019,27062014,INACTIVO
6055,FLORIDABLANCA,ALTAMIRA,FLORIDABLANCA,TRES,LOCAL,10,900000,0,13062014,08082019,04092019,VIGENTE
6056,FLORIDABLANCA,ALTAMIRA,FLORIDABLANCA,TRES,LOCAL,18,569970,0,13062014,08082019,05022009,INACTIVO
6057,FLORIDABLANCA,EL BOSQUE,FLORIDABLANCA,TRES,LOCAL,15,727590,141000,09032015,,19052015,INACTIVO
6058,FLORIDABLANCA,EL BOSQUE,FLORIDABLANCA,TRES,CASA,21,545800,141000,09032015,,17102009,INACTIVO
6059,FLORIDABLANCA,TEJAR MODERNO,BUCARAMANGA,CUATRO,CASA,70,702300,187000,26082008,,31082017,VIGENTE
6060,FLORIDABLANCA,TEJAR MODERNO,BUCARAMANGA,CUATRO,LOCAL,10,570000,187000,26082008,,11102008,INACTIVO
6061,FLORIDABLANCA,TEJAR MODERNO,BUCARAMANGA,CUATRO,LOCAL,19,719340,187000,26082008,,15072011,INACTIVO
6062,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,TRES,APARTAMENTO,94,579230,0,09042008,,13022010,INACTIVO
6063,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,TRES,APARTAMENTO,24,832720,0,09042008,,29072017,INACTIVO
6064,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,TRES,CASA,55,846820,0,09042008,,01042015,INACTIVO
6065,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,TRES,APARTAMENTO,66,856800,0,09042008,,30072018,VIGENTE
6066,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CINCO,APARTAMENTO,70,931256,268000,10102007,,06082008,VIGENTE
6067,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,CASA,45,762570,163035,10102007,,19012008,INACTIVO
6068,FLORIDABLANCA,CAÑAVERA,FLORIDABLANCA,CUATRO,LOCAL,19,803250,163035,10102007,,22112018,VIGENTE
6069,FLORIDABLANCA,FLORIDABLANCA,FLORIDABLANCA,TRES,CASA,35,1400000,154000,11042008,,18042008,VIGENTE
6070,GIRON,CENTRO,GIRON,SEIS,LOCAL,22,1081800,0,01012018,,30112018,VIGENTE
6071,GIRON,CENTRO,GIRON,SEIS,APARTAMENTO,48,1584750,0,01012018,,16082012,INACTIVO
6072,GIRON,CENTRO,GIRON,SEIS,CASA,34,981610,0,01012018,,01072008,INACTIVO
6073,GIRON,CHIMITA ZONA INDUSTRIAL,GIRON,SEIS,LOCAL,19,3921010,0,05082015,,30012016,INACTIVO
6074,GIRON,CHIMITA ZONA INDUSTRIAL,GIRON,SEIS,APARTAMENTO,94,780620,0,05082015,,01032004,INACTIVO
6075,GIRON,CENTRO,GIRON,TRES,APARTAMENTO,78,1500000,0,20042001,,20092013,INACTIVO
6076,GIRON,CENTRO,GIRON,TRES,CASA,51,1874700,0,20042001,,07042001,INACTIVO
6077,GIRON,CENTRO,GIRON,TRES,APARTAMENTO,53,1275156,0,20042001,,20092013,VIGENTE
6078,GIRON,EL POBLADO,GIRON,TRES,LOCAL,25,630000,0,31072004,,23052015,INACTIVO
6079,GIRON,EL POBLADO,GIRON,TRES,LOCAL,19,581630,0,31072004,,30072016,INACTIVO
6080,GIRON,EL POBLADO,GIRON,TRES,CASA,86,557400,0,31072004,,07102017,VIGENTE
6081,GIRON,EL POBLADO,GIRON,TRES,LOCAL,23,507220,0,31072004,,13042013,INACTIVO
6082,GIRON,EL LLANITO,GIRON,TRES,LOCAL,12,3454060,0,01012018,,16052014,INACTIVO
6083,GIRON,EL LLANITO,GIRON,TRES,CASA,78,2173200,0,01012018,,16052014,INACTIVO
6084,GIRON,EL LLANITO,GIRON,TRES,LOCAL,20,2146790,0,01012018,,01122007,INACTIVO
6085,GIRON,EL LLANITO,GIRON,TRES,APARTAMENTO,83,2690110,0,01012018,,16052014,INACTIVO
6086,GIRON,SAN JORGE II,GIRON,TRES,LOCAL,12,798070,115000,23112012,,19012013,VIGENTE
6087,GIRON,SAN JORGE,GIRON,CUATRO,APARTAMENTO,78,500000,115000,29122016,,11012019,VIGENTE
6088,GIRON,SAN JORGE,GIRON,CUATRO,APARTAMENTO,100,624540,115000,29122016,,28042017,INACTIVO
6089,GIRON,ALCALA,GIRON,CUATRO,LOCAL,16,800000,299000,29082007,,12112020,VIGENTE
6090,GIRON,ALCALA,GIRON,CUATRO,APARTAMENTO,61,417426,299000,29082007,,14072012,INACTIVO
6091,GIRON,ALCALA,GIRON,CUATRO,CASA,67,549770,299000,29082007,,16022011,INACTIVO
6092,GIRON,CASA LINDA,GIRON,CUATRO,APARTAMENTO,99,312630,0,11122004,,21102005,INACTIVO
6093,GIRON,CASA LINDA,GIRON,CUATRO,LOCAL,30,859053,0,11122004,,07042015,VIGENTE
6094,GIRON,VILLA CAMPESTRE,GIRON,TRES,CASA,40,1074480,0,08112006,,22112006,VIGENTE
6095,GIRON,SAN JORGE,GIRON,CUATRO,APARTAMENTO,29,674700,121000,22012019,,09022019,VIGENTE
6096,GIRON,SAN JORGE,GIRON,TRES,CASA,37,630000,120000,12042019,,30092020,VIGENTE
6097,GIRON,SAN JORGE,GIRON,TRES,APARTAMENTO,84,660000,120000,12042019,,10052019,INACTIVO
6098,GIRON,EL LLANITO,GIRON,TRES,APARTAMENTO,86,778500,0,29052019,,30112019,VIGENTE
6099,GIRON,SAN JORGE,GIRON,CUATRO,LOCAL,21,804450,0,19032019,,18052019,VIGENTE
6100,GIRON,SAN ANTONIO DEL CARRIZAL,GIRON,TRES,APARTAMENTO,80,490000,98000,11012020,,28112020,VIGENTE
6101,GIRON,SAN ANTONIO DEL CARRIZAL,GIRON,TRES,APARTAMENTO,48,520000,98000,11012020,,04052019,INACTIVO
6102,GIRON,EL CARRIZAL,GIRON,TRES,CASA,99,470000,98000,04032020,,09112020,PRE
6103,GIRON,RIO DE ORO,GIRON,TRES,CASA,36,750000,0,29082020,,04112020,VIGENTE
6104,GIRON,ACAPULCO,GIRON,DOS,APARTAMENTO,88,950000,0,14012020,,23122020,VIGENTE
6105,GIRON,ACAPULCO,GIRON,DOS,CASA,96,850000,0,14012020,,09082019,INACTIVO
6106,GIRON,GIRON,GIRON,SIN ASIGNAR,LOCAL,29,589065,116500,15022018,,17022018,VIGENTE
6107,GIRON,SAN ANTONIO DEL CARRIZAL,GIRON,SIN ASIGNAR,LOCAL,21,539760,98000,09032018,,21052019,VIGENTE
6108,GIRON,SAN ANTONIO DEL CARRIZAL,GIRON,TRES,APARTAMENTO,77,470000,98000,02062018,,30102020,VIGENTE
6109,GIRON,SAN ANTONIO DEL CARRIZAL,GIRON,TRES,LOCAL,22,515900,98000,02062018,,02062018,INACTIVO
6110,GIRON,SAN ANTONIO DEL CARRIZAL,GIRON,TRES,CASA,82,420000,102000,05092018,,28092019,VIGENTE
6111,GIRON,SAN ANTONIO DEL CARRIZAL,GIRON,DOS,LOCAL,23,598400,98000,07122018,,07122018,INACTIVO
6112,GIRON,EL CARRIZAL,GIRON,DOS,APARTAMENTO,96,557200,100000,14122019,,14122018,INACTIVO
6113,GIRON,SAN ANTONIO DEL CARRIZAL,GIRON,DOS,LOCAL,10,550140,98000,17012019,,18012019,VIGENTE
6114,GIRON,SAN ANTONIO DEL CARRIZAL,GIRON,DOS,LOCAL,10,560520,98000,26032019,,06042019,VIGENTE
6115,GIRON,SAN ANTONIO DEL CARRIZAL,GIRON,DOS,CASA,24,560520,98000,15052019,,16052019,VIGENTE
6116,GIRON,SAN ANTONIO DEL CARRIZAL,GIRON,TRES,CASA,23,490000,102000,12062019,,18112020,VIGENTE
6117,GIRON,SAN ANTONIO DEL CARRIZAL,GIRON,TRES,LOCAL,14,520000,102000,12062019,,17062019,INACTIVO
6118,GIRON,SAN ANTONIO DEL CARRIZAL,GIRON,TRES,CASA,86,415200,98000,29062019,,08072019,INACTIVO
6119,GIRON,SAN ANTONIO DEL CARRIZAL,GIRON,TRES,APARTAMENTO,87,560520,102000,30072019,,02082019,VIGENTE
6120,GIRON,SAN ANTONIO DEL CARRIZAL,GIRON,TRES,LOCAL,14,540000,102000,10122019,,13122019,INACTIVO
6121,GIRON,SAN ANTONIO DEL CARRIZAL,GIRON,TRES,APARTAMENTO,21,550140,98000,17122019,,18122019,VIGENTE
6122,GIRON,SAN JORGE,GIRON,TRES,CASA,72,650000,121000,10032020,,30102020,VIGENTE
6123,GIRON,PORTAL CAMPESTRE,GIRON,TRES,LOCAL,25,1100000,0,08072019,,11072019,VIGENTE
6124,GIRON,CASTILLA REAL,GIRON,TRES,LOCAL,15,650000,40000,29072019,,30072019,VIGENTE
6125,GIRON,EL CARRIZAL,GIRON,TRES,LOCAL,22,500000,102000,09012020,,05122020,VIGENTE
6126,GIRON,EL CARRIZAL,GIRON,TRES,APARTAMENTO,86,500000,102000,09012020,,13032019,INACTIVO
6127,GIRON,SAN JORGE,GIRON,CUATRO,CASA,62,652279,121000,08012020,,12012018,VIGENTE
6128,GIRON,EL CARRIZAL,GIRON,DOS,APARTAMENTO,96,556880,102000,03022020,,15092018,INACTIVO
6129,GIRON,EL POBLADO,GIRON,TRES,APARTAMENTO,62,856800,0,06072018,,17082018,VIGENTE
6130,GIRON,SAN JORGE II,GIRON,CUATRO,CASA,23,674700,112000,06012009,,26102019,VIGENTE
6131,GIRON,SAN JORGE II,GIRON,CUATRO,CASA,70,645360,112000,06012009,,09092017,INACTIVO
6132,GIRON,SAN JORGE II,GIRON,CUATRO,CASA,35,438510,112000,06012009,,28102010,INACTIVO
6133,GIRON,SAN JORGE II,GIRON,CUATRO,APARTAMENTO,32,702250,112000,06012009,,29042014,INACTIVO
6134,GIRON,SAN ANTONIO DEL CARRIZAL,GIRON,DOS,APARTAMENTO,87,505720,0,26022009,,21032009,VIGENTE
6135,GIRON,CIUDADELA VILLAMIL,GIRON,TRES,CASA,63,435960,0,25082014,,30032019,VIGENTE
6136,GIRON,CIUDADELA VILLAMIL,GIRON,TRES,CASA,20,430000,0,25082014,,03032018,INACTIVO
6137,GIRON,CIUDADELA VILLAMIL,GIRON,TRES,LOCAL,22,444760,0,25082014,,06092014,INACTIVO
6138,GIRON,LA ESMERALDA,GIRON,TRES,LOCAL,24,515900,46000,21072017,,16022018,VIGENTE
6139,GIRON,LA ESMERALDA,GIRON,TRES,CASA,67,664070,46000,21072017,,27112014,INACTIVO
6140,GIRON,ZONA INDUSTRIAL,GIRON,SEIS,CASA,33,5545920,0,29032014,,06062018,INACTIVO
6141,GIRON,ZONA INDUSTRIAL,GIRON,SEIS,LOCAL,18,3800000,0,29032014,,30082016,INACTIVO
6142,GIRON,ZONA INDUSTRIAL,GIRON,CUATRO,CASA,74,5380200,0,29032014,,06052014,INACTIVO
6143,GIRON,RIO DE ORO,GIRON,TRES,APARTAMENTO,89,691780,0,09032013,,01042013,VIGENTE
6144,GIRON,RIO DE ORO,GIRON,TRES,CASA,48,620540,0,09032013,,01042013,INACTIVO
6145,GIRON,VILLA CAMPESTRE,GIRON,TRES,LOCAL,21,650000,0,27052009,,27022020,INACTIVO
6146,GIRON,VILLA CAMPESTRE,GIRON,TRES,APARTAMENTO,51,704780,0,27052009,,23042013,INACTIVO
6147,GIRON,VILLA CAMPESTRE,GIRON,TRES,LOCAL,22,414810,0,27052009,,10072009,INACTIVO
6148,GIRON,SAN JORGE II,GIRON,TRES,CASA,90,856800,112000,01102009,,02062018,VIGENTE
6149,GIRON,SAN JORGE II,GIRON,TRES,CASA,66,748850,112000,01102009,,14052010,INACTIVO
6150,GIRON,SAN JORGE II,GIRON,CUATRO,CASA,61,650000,121000,31052016,,28032019,VIGENTE
6151,GIRON,SAN JORGE II,GIRON,CUATRO,CASA,69,649520,121000,31052016,,28012017,INACTIVO
6152,GIRON,SAN JORGE,GIRON,CUATRO,LOCAL,13,687380,121000,24082016,,15112016,INACTIVO
6153,GIRON,SAN JORGE,GIRON,CUATRO,CASA,88,620000,121000,24082016,,03022018,INACTIVO
6154,GIRON,SAN JORGE,GIRON,CUATRO,APARTAMENTO,33,643560,121000,24082016,,03022018,VIGENTE
6155,GIRON,EL POBLADO,GIRON,TRES,CASA,48,800000,0,10112016,,12092020,VIGENTE
6156,GIRON,EL POBLADO,GIRON,TRES,APARTAMENTO,84,639037,0,10112016,,24062017,INACTIVO
6157,GIRON,SAN JORGE,GIRON,CUATRO,LOCAL,12,670000,121000,25082016,,30092020,VIGENTE
6158,GIRON,SAN JORGE,GIRON,CUATRO,LOCAL,15,650030,121000,25082016,,12122018,INACTIVO
6159,GIRON,SAN JORGE,GIRON,CUATRO,LOCAL,19,676590,121000,25082016,,25032017,INACTIVO
6160,GIRON,SAN JORGE II,GIRON,CUATRO,LOCAL,13,600000,121000,29062016,,18012018,INACTIVO
6161,GIRON,SAN JORGE II,GIRON,CUATRO,CASA,30,622800,121000,29062016,,19012019,VIGENTE
6162,GIRON,SAN JORGE II,GIRON,CUATRO,APARTAMENTO,66,634500,121000,29062016,,19112016,INACTIVO
6163,GIRON,SAN JORGE,GIRON,CUATRO,LOCAL,11,600000,121000,29062016,,27022018,INACTIVO
6164,GIRON,SAN JORGE,GIRON,CUATRO,LOCAL,20,687380,121000,29062016,,06082016,INACTIVO
6165,GIRON,SAN JORGE,GIRON,CUATRO,LOCAL,25,622800,123000,18102016,,04052019,VIGENTE
6166,GIRON,TORRES DE CASTILLA,GIRON,CUATRO,LOCAL,15,550000,170000,26122017,,07082020,VIGENTE
6167,GIRON,TORRES DE CASTILLA,GIRON,CUATRO,APARTAMENTO,60,520000,170000,26122017,,19102018,INACTIVO
6168,GIRON,SAN JORGE,GIRON,CUATRO,LOCAL,17,600000,123000,30012018,,24022018,INACTIVO
6169,GIRON,SAN JORGE,GIRON,CUATRO,LOCAL,16,622800,123000,30012018,,30032019,VIGENTE
6170,GIRON,VILLA CAMPESTRE,GIRON,TRES,APARTAMENTO,67,707340,0,28092010,,10032016,VIGENTE
6171,GIRON,VILLA CAMPESTRE,GIRON,TRES,APARTAMENTO,71,581190,0,28092010,,06122013,INACTIVO
6172,GIRON,VILLA CAMPESTRE,GIRON,TRES,APARTAMENTO,80,493340,0,28092010,,02102010,INACTIVO
6173,GIRON,PORTAL DE CASTILLA,GIRON,DOS,CASA,63,757740,0,31072017,,28122019,VIGENTE
6174,GIRON,PORTAL DE CASTILLA,GIRON,DOS,CASA,29,728630,0,31072017,,07102017,INACTIVO
6175,GIRON,VILLA CAMPESTRE,GIRON,TRES,LOCAL,12,668880,0,11022017,,13042017,VIGENTE
6176,GIRON,EL POBLADO,GIRON,SEIS,LOCAL,26,2000000,0,16062017,,16082017,VIGENTE
6177,GIRON,SAN JORGE II,GIRON,CUATRO,LOCAL,28,513810,115000,30112016,24052019,30072019,VIGENTE
6178,GIRON,SAN JORGE II,GIRON,CUATRO,CASA,84,700000,112000,26062018,,08092018,INACTIVO
6179,GIRON,SAN JORGE II,GIRON,CUATRO,CASA,65,778500,112000,26062018,,16102019,VIGENTE
6180,GIRON,ZONA INDUSTRIAL,GIRON,SEIS,APARTAMENTO,82,4500000,0,21042017,,28042017,INACTIVO
6181,GIRON,GIRON,GIRON,CUATRO,CASA,59,1360000,0,22012014,23012019,18092019,INACTIVO
6182,GIRON,GIRON,GIRON,CUATRO,APARTAMENTO,31,1250000,0,22012014,23012019,03042019,INACTIVO
6183,GIRON,GIRON,GIRON,CUATRO,APARTAMENTO,98,869280,0,22012014,23012019,18102014,INACTIVO
6184,GIRON,GIRON,GIRON,CUATRO,CASA,64,763630,0,22012014,23012019,29092017,INACTIVO
6185,GIRON,GIRON,GIRON,CUATRO,LOCAL,25,800000,0,22012014,23012019,23122015,INACTIVO
6186,GIRON,SAN JORGE,GIRON,CUATRO,APARTAMENTO,90,5894570,574000,18102013,,01022016,VIGENTE
